b3d557bf62ffd6e467eb1f47a45f5013,WCZeYdJAYgLrFGIDzkmV,382885164,0.970492
55508c130f436851ac543c9c11032e8b,hV3rRAYaCy3bSdpK7Icj,h5D5R0sEursOEMLB-khqSUyPxIfxg320,0.973152
edb263e6dcba027b2efcb8e371a239d3,oE0bJAVb3aW7fV1rbbSj,01532854753495E9293046046D,0.97205
793c9d46bf99648e93cc2621a124855a,oE0bJAVb3aW7fV1rbbSj,51F32F54723489554959227593,0.97768
d3d5428b6d705b4efe75f6913a6b71a7,oE0bJAVb3aW7fV1rbbSj,B1232954753489A6807050101D,0.977757
8aedbf6de6abb7291602c6ea47d3c480,wKDrWY1bHXkZUIE4g04I,142861101,0.970953
fdae6dc3079aa7c01906d2e4544b75fd,1LSK8wl2uyBr7oblW2Gz,1499fec6f83dd69aac9b8120cf6844e4,0.97499
d05998df131f22e2af2c2c2a4a772da3,bYgiYZ6kpnSA5OeDPZDc,5021911372072092204,0.973868
c50ef61d26053d586c806cf9b6fb2c6c,oE0bJAVb3aW7fV1rbbSj,11E320547C3489835527C8550F,0.970014
17e88ee9b69206840856b2ac6802ab08,oE0bJAVb3aW7fV1rbbSj,C1032654793489B38776E03891,0.977155
d9d22474f659537dc8c4ce90ef1c02bb,hV3rRAYaCy3bSdpK7Icj,P81zknEF7Wq80KOn55AWXVbT2gtpdwWD,0.971448
689ce16ca0bc371ec5b5264b7969f7ab,oE0bJAVb3aW7fV1rbbSj,116322547D3495F81404A18229,0.976186
0cf37879438e0d63d1a1f38a73bb32cd,oE0bJAVb3aW7fV1rbbSj,11932354723496C0330220599F,0.977155
fddd5f452965c2a72ca4761575840bf0,oE0bJAVb3aW7fV1rbbSj,B1A327547E3496513004B41771,0.976042
3c32bdf701d670e35e9871a6cab0114c,oE0bJAVb3aW7fV1rbbSj,D1532B54713490918863099897,0.970986
234aa4e752d160e01785c23dace13235,tAOpW0xGzXg4pg5oMyku,23437636535075,0.970163
549b453e1110321e4cf09b583077dfeb,oE0bJAVb3aW7fV1rbbSj,B1F32154793490D1542994818C,0.974817
b8cdf9ff41cc547665cba0c9c11c1a8f,oE0bJAVb3aW7fV1rbbSj,F1432E54713489038369621015,0.97283
52ae971d403699ac9453ba6cf6f5c1a4,wKDrWY1bHXkZUIE4g04I,140689638,0.970953
21fb8be497faba60af0fbd599db63fc2,oE0bJAVb3aW7fV1rbbSj,019322547E3495071205973765,0.973469
2e19bace355169d8b5206af182bbc39e,1LSK8wl2uyBr7oblW2Gz,73468765fde4a39bd9c5431d31c4a688,0.973669
5957b3f045f59ee4dd086a552da2a9bb,bYgiYZ6kpnSA5OeDPZDc,2619859982922084908,0.979603
89749e496906cea11eb2d0e5bd3e797b,oE0bJAVb3aW7fV1rbbSj,2153235472349641337518760D,0.976163
a47e0ae7c9c02944a97630d9de6d9fad,oE0bJAVb3aW7fV1rbbSj,812324547D3495A98990A05774,0.971139
bb7199c13e902a525b53c5edd93ce7f1,oE0bJAVb3aW7fV1rbbSj,11D32D547D3489C57632C03237,0.976453
b122b92cd560947ef9e0b227c93e1de3,oE0bJAVb3aW7fV1rbbSj,B113225477349600406690725A,0.977155
b4dfbbace7d4d33a534986656926f478,1LSK8wl2uyBr7oblW2Gz,6e25a5864641f5f4fef3ad2a7b90f0b6,0.973568
0317c29168b0f60a33d3623edd4f010a,1Pe5NJspUuFLGSF6lGVy,QdOfAw/IFLgk25kTH3pHmLoFGmbX,0.971293
012218e1ae1d16c0c9d870328d7be89d_1,Bf3Q8reD2N38Bpq6Jy6g,0:7363374:1795017,0.970227
1ee172222c9f3f8f76b09b683f0d9042,eR46sBuqF0fdw7KWFLYa,5bcece047de934000187fbc3,0.974985
52b048089b97d6184d48eb17e09dcc91,oE0bJAVb3aW7fV1rbbSj,01532754703495574877258979,0.972987
7b1dfe4cc3e56d045f95394049ef02a8,oE0bJAVb3aW7fV1rbbSj,A1232E54713496309367E9599A,0.973173
18b35b2d4a37ea8bc36afc7c5d5a28e2,oE0bJAVb3aW7fV1rbbSj,C1E32154793489568291A34005,0.9746
29cb923a190aa76947f5c3dd35a55cdc,8pFcyIU56uxTpk0zbK0z,3853422,0.979383
8fb4f916a3bab66a84b16473c33dc285,hV3rRAYaCy3bSdpK7Icj,XC1dpnA2HV6NJxs1bUNkrg__,0.974033
dea0468a6d8905f143fa78c2997c9b3d,oE0bJAVb3aW7fV1rbbSj,41C32954723489B2280667653A,0.978051
ab129a3784f6342d2bb62539c77e37a2,oE0bJAVb3aW7fV1rbbSj,514323547F3489C2580103305C,0.977605
22c8c0f5178f86a67b2d2c045e9bdc4a,oE0bJAVb3aW7fV1rbbSj,715326547A3490702169548538,0.972358
e2e05a05811d183bac4ff2b856a8d355,tAOpW0xGzXg4pg5oMyku,260970802839593,0.972942
d76a08ed872f21b28e6fedf57269ccd1,wKDrWY1bHXkZUIE4g04I,310506253,0.972844
471c323af3019e6ebbdd3243676b21ca,oE0bJAVb3aW7fV1rbbSj,312324547B3496118736A5810B,0.978051
cfd8b236c04aa24dfcf9c0bc993d5286,7tMMb9ex8vO4KwaNsVJH,638698931,0.974749
72a8e06e7ec2307cffcec44c4bceb39c_2,Bf3Q8reD2N38Bpq6Jy6g,0:7736979:1801568,0.97009
3fdc3f40aafbd97874923c5c7ca421fc,MEnxzBzYYTJqEfrXN4oS,1414790264,0.971935
a6ab6aaf50d0879cef07a9814de2f7ce,oE0bJAVb3aW7fV1rbbSj,01E322547F3495429178118770,0.970115
8c5c49dc14e7127b541cde68d12e6753,oE0bJAVb3aW7fV1rbbSj,71A328547B3496819737081178,0.978299
9fd30d24e92dbe93aa41f1532440473e,oE0bJAVb3aW7fV1rbbSj,A16322547A3495597469F0944D,0.970255
d40430c50dd1510e3b1278cf10f11274,1LSK8wl2uyBr7oblW2Gz,d8abf15c96dca8db704d2264eafb16c4,0.972517
a8627ffb71a200b5b4b1786bd4428949,eR46sBuqF0fdw7KWFLYa,5cfe7267000000001701cf21,0.973432
13ef0f939f345b8c1ffc9c825e311984,oE0bJAVb3aW7fV1rbbSj,31432654773496317772E7855D,0.978625
05cca836369c0e41d5fc4e33514b6184,oE0bJAVb3aW7fV1rbbSj,41F323547B3496C1503895757D,0.976366
d5713a9d1147983a6e36727b2629d32b,oE0bJAVb3aW7fV1rbbSj,71632F547C3496119121D55963,0.977079
c10f2dd22316ef4fb5b81b66eb8571d0,oE0bJAVb3aW7fV1rbbSj,F1532B5478349061076272748D,0.977605
dada47a4b42aa209d17a17200d55d962,tAOpW0xGzXg4pg5oMyku,343678988058862,0.974646
7f85db762ee84829fc466cbaf4713785,bYgiYZ6kpnSA5OeDPZDc,5035974633583717932,0.974179
ac03e6752cc7ba10f9638b9b4c6dbba5,oE0bJAVb3aW7fV1rbbSj,11632C547C3496B0305068531F,0.977155
a0969a4f3bc7498cada4611c01983854,oE0bJAVb3aW7fV1rbbSj,71332054703489267842B7358F,0.976268
4d6f4998a04b27314b0d6c28a5258682,1LSK8wl2uyBr7oblW2Gz,a1b99b24b9d472417c25b0027dc55541,0.971084
1c6a739cd803c1021c9166206dc11be1,oE0bJAVb3aW7fV1rbbSj,21F32354753495794965A61987,0.97653
76496e81d5cf4a2fc12986540de4fa91,oE0bJAVb3aW7fV1rbbSj,5153275474349061641971374A,0.975011
4c98f66480f7c61774e4ec431a92624b,wKDrWY1bHXkZUIE4g04I,280758018,0.972703
415d12c993ae204228598be3bc3e4a4c,7nfnuthdiA64M74MmOIK,4399_28_1900082268,0.976064
a812cc9bc9aa234c3b78cd8d6a3ea100,7nfnuthdiA64M74MmOIK,tencent_23_3444A83069524BA0CEDF3BDC927F6C2D,0.971258
25ce19c20e93e3ab3b6b898179e09436,RaI8hPdp9MjVY5OsMCqH,15497611,0.971334
84e76febf6659e5fca2653ce8f74a3be,oE0bJAVb3aW7fV1rbbSj,11832054703489031016512832,0.973035
19ba058af4e2915e8d40f28f3c7dbb8a,oE0bJAVb3aW7fV1rbbSj,61332954733496E01819895922,0.978625
b101709a0cad171576915db011385172,oE0bJAVb3aW7fV1rbbSj,F1532754713495295651B90384,0.975461
4d8a912df2d598b49a116c20ed8774ef,bYgiYZ6kpnSA5OeDPZDc,5036331961978273836,0.973971
5554cd5bd31a0658c595d736f40c851e,oE0bJAVb3aW7fV1rbbSj,21E32254733496109455D9312E,0.971525
6bb6811e63a2d1a8c1e0d8e34fffe0bf,tAOpW0xGzXg4pg5oMyku,260970802840059,0.972106
8e1e32a70ec91c988c9b536e19a30ae6_1,Bf3Q8reD2N38Bpq6Jy6g,0:7640625:1958414,0.970227
2201e83810b3185d63ecafbaa2a35ff6,cSZ7g7VFug3MP4UonkLk,51A328547F3495292870890376,0.973162
eff8fe7a3bf1cf6b27775603c60675ff,oE0bJAVb3aW7fV1rbbSj,21B322547F3496B1771071005A,0.97582
e1eff8f4499bb35859333b04ced165f0,oE0bJAVb3aW7fV1rbbSj,61A3225470349600523492257C,0.970629
e661af64b2343340b90f086a1db6a015,oE0bJAVb3aW7fV1rbbSj,A17320547E3489A75116A8216B,0.978299
f9910ec594fb324a245fb2fa4ad5b698,oE0bJAVb3aW7fV1rbbSj,D1A32054753496213278C9893C,0.973949
